product_id,product_name,imgpaths,brands,prices,rev_score,category1,category2,category3,r1s,r2s,r3s,r1_info1,r1_sf,r1_info2,r1_nor,r1_info3,r1_usf,r2_info1,r2_sf,r2_info2,r2_nor,r2_info3,r2_usf,r3_info1,r3_sf,r3_info2,r3_nor,r3_info3,r3_usf
A000000170269,닥터디퍼런트 더블 디펜스 선블록 40ml(2022리뉴얼),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017026902ko.jpg?l=ko,닥터디퍼런트,"32,000",4.5,더모 코스메틱,선케어,선크림/선로션,피부타입,발림성,자극도,건성에 좋아요,26%,복합성에 좋아요,59%,지성에 좋아요,15%,아주 만족해요,62%,보통이에요,38%,다소 아쉬워요,0%,자극없이 순해요,76%,보통이에요,24%,자극이 느껴져요,0%
A000000174376,[한정기획] 라로슈포제 유비데아 안뗄리오스 톤업 로지 30ml 기획 (+시카 밤 3ml+유비데아 로지 3ml),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017437605ko.jpg?l=ko,라로슈포제,"35,000",4.8,더모 코스메틱,선케어,선크림/선로션,피부타입,발림성,자극도,건성에 좋아요,38%,복합성에 좋아요,56%,지성에 좋아요,7%,아주 만족해요,74%,보통이에요,26%,다소 아쉬워요,0%,자극없이 순해요,79%,보통이에요,21%,자극이 느껴져요,0%
A000000175452,셀퓨전씨 레이저 썬스크린 100 35ml 1+1+1 어워즈 한정 기획,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017545204ko.jpg?l=ko,셀퓨전씨,"29,400",4.7,더모 코스메틱,선케어,선크림/선로션,피부타입,발림성,자극도,건성에 좋아요,23%,복합성에 좋아요,65%,지성에 좋아요,12%,아주 만족해요,62%,보통이에요,38%,다소 아쉬워요,1%,자극없이 순해요,70%,보통이에요,30%,자극이 느껴져요,1%
A000000168890,피지오겔 DMT UV 썬쿠션 15G 포켓몬 에디션(24종 뱃지 랜덤증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016889003ko.jpg?l=ko,피지오겔,"48,800",4.7,더모 코스메틱,선케어,선크림/선로션,피부타입,발림성,자극도,건성에 좋아요,35%,복합성에 좋아요,56%,지성에 좋아요,9%,아주 만족해요,63%,보통이에요,37%,다소 아쉬워요,1%,자극없이 순해요,75%,보통이에요,25%,자극이 느껴져요,0%
A000000168260,[온가족선크림] 닥터디퍼런트 베리어 밸런스 선블록 40ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016826003ko.jpg?l=ko,닥터디퍼런트,"30,000",4.3,더모 코스메틱,선케어,선크림/선로션,피부타입,발림성,자극도,건성에 좋아요,35%,복합성에 좋아요,52%,지성에 좋아요,13%,아주 만족해요,68%,보통이에요,32%,다소 아쉬워요,0%,자극없이 순해요,77%,보통이에요,23%,자극이 느껴져요,0%
A000000164213,[세계랭킹1위_고진영 프로 PICK] 리쥬란힐러 UV 프로텍션 크림 40ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016421304ko.jpg?l=ko,리쥬란,"23,900",4.5,더모 코스메틱,선케어,선크림/선로션,피부타입,발림성,자극도,건성에 좋아요,48%,복합성에 좋아요,48%,지성에 좋아요,4%,아주 만족해요,65%,보통이에요,33%,다소 아쉬워요,2%,자극없이 순해요,60%,보통이에요,33%,자극이 느껴져요,7%
A000000165841,바이오더마 포토덤 아쿠아플루이드 SPF50 40ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016584101ko.jpg?l=ko,바이오더마,"30,000",4.6,더모 코스메틱,선케어,선크림/선로션,피부타입,발림성,자극도,건성에 좋아요,33%,복합성에 좋아요,58%,지성에 좋아요,9%,아주 만족해요,72%,보통이에요,28%,다소 아쉬워요,1%,자극없이 순해요,73%,보통이에요,22%,자극이 느껴져요,5%
A000000121076,[단독기획] 셀퓨전씨 레이저 썬스크린 더블 기획 (35mlx2+1.2g 7개 샘플파우치 증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0012/A00000012107628ko.jpg?l=ko,셀퓨전씨,"29,400",4.7,더모 코스메틱,선케어,선크림/선로션,피부타입,발림성,자극도,건성에 좋아요,25%,복합성에 좋아요,64%,지성에 좋아요,11%,아주 만족해요,67%,보통이에요,33%,다소 아쉬워요,1%,자극없이 순해요,73%,보통이에요,27%,자극이 느껴져요,1%
A000000129171,바이오더마 포토덤 키드 SPF50+ 100ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0012/A00000012917105ko.jpg?l=ko,바이오더마,"33,000",4.4,더모 코스메틱,선케어,선크림/선로션,피부타입,발림성,자극도,건성에 좋아요,30%,복합성에 좋아요,66%,지성에 좋아요,5%,아주 만족해요,48%,보통이에요,45%,다소 아쉬워요,7%,자극없이 순해요,63%,보통이에요,33%,자극이 느껴져요,4%
A000000137304,아벤느 비-프로텍트 썬크림 SPF50+ PA++++ 30ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0013/A00000013730408ko.jpg?l=ko,아벤느,"28,000",4.5,더모 코스메틱,선케어,선크림/선로션,피부타입,발림성,자극도,건성에 좋아요,23%,복합성에 좋아요,61%,지성에 좋아요,16%,아주 만족해요,59%,보통이에요,36%,다소 아쉬워요,5%,자극없이 순해요,69%,보통이에요,28%,자극이 느껴져요,3%
A000000137307,아벤느 선 미네랄 크림 50ml SPF50+ PA++++,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0013/A00000013730705ko.jpg?l=ko,아벤느,"30,000",4.3,더모 코스메틱,선케어,선크림/선로션,피부타입,발림성,자극도,건성에 좋아요,48%,복합성에 좋아요,45%,지성에 좋아요,7%,아주 만족해요,44%,보통이에요,44%,다소 아쉬워요,12%,자극없이 순해요,64%,보통이에요,34%,자극이 느껴져요,2%
A000000141172,바이오더마 포토덤 AKN 매트 SPF38,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014117207ko.jpg?l=ko,바이오더마,"30,000",4.4,더모 코스메틱,선케어,선크림/선로션,피부타입,발림성,자극도,건성에 좋아요,16%,복합성에 좋아요,40%,지성에 좋아요,44%,아주 만족해요,43%,보통이에요,48%,다소 아쉬워요,9%,자극없이 순해요,56%,보통이에요,39%,자극이 느껴져요,5%
A000000155727,유리아쥬 배리어덤 시카 썬크림 40ML (SPF50+),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015572706ko.jpg?l=ko,유리아쥬,"26,000",4.7,더모 코스메틱,선케어,선크림/선로션,피부타입,발림성,자극도,건성에 좋아요,38%,복합성에 좋아요,53%,지성에 좋아요,9%,아주 만족해요,49%,보통이에요,40%,다소 아쉬워요,11%,자극없이 순해요,74%,보통이에요,26%,자극이 느껴져요,0%
A000000161884,오가나셀 펩타이드 데일리 톤업 선크림 50ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016188402ko.jpg?l=ko,오가나셀,"38,000",4.7,더모 코스메틱,선케어,선크림/선로션,피부타입,발림성,자극도,건성에 좋아요,29%,복합성에 좋아요,57%,지성에 좋아요,14%,아주 만족해요,71%,보통이에요,14%,다소 아쉬워요,15%,자극없이 순해요,100%,보통이에요,0%,자극이 느껴져요,0%
A000000163374,셀퓨전씨 어드밴스드 클리어 썬스크린 100 35ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016337401ko.jpg?l=ko,셀퓨전씨,"27,900",4.5,더모 코스메틱,선케어,선크림/선로션,피부타입,발림성,자극도,건성에 좋아요,30%,복합성에 좋아요,57%,지성에 좋아요,13%,아주 만족해요,56%,보통이에요,44%,다소 아쉬워요,2%,자극없이 순해요,63%,보통이에요,37%,자극이 느껴져요,1%
A000000164403,셀퓨전씨 토닝 썬쿠션 13g SPF 50+/PA++++,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016440310ko.jpg?l=ko,셀퓨전씨,"25,000",4.6,더모 코스메틱,선케어,선크림/선로션,피부타입,발림성,자극도,건성에 좋아요,34%,복합성에 좋아요,55%,지성에 좋아요,11%,아주 만족해요,53%,보통이에요,42%,다소 아쉬워요,5%,자극없이 순해요,65%,보통이에요,33%,자극이 느껴져요,2%
A000000164409,피지오겔 DMT UV 썬로션 100ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016440901ko.jpg?l=ko,피지오겔,"35,000",4.6,더모 코스메틱,선케어,선크림/선로션,피부타입,발림성,자극도,건성에 좋아요,49%,복합성에 좋아요,45%,지성에 좋아요,6%,아주 만족해요,64%,보통이에요,31%,다소 아쉬워요,5%,자극없이 순해요,58%,보통이에요,36%,자극이 느껴져요,6%
A000000164410,[단독기획] 셀퓨전씨 아쿠아티카 썬스크린 더블기획 (35ml+35ml),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016441001ko.jpg?l=ko,셀퓨전씨,"27,900",4.8,더모 코스메틱,선케어,선크림/선로션,피부타입,발림성,자극도,건성에 좋아요,42%,복합성에 좋아요,48%,지성에 좋아요,10%,아주 만족해요,74%,보통이에요,26%,다소 아쉬워요,1%,자극없이 순해요,74%,보통이에요,24%,자극이 느껴져요,2%
A000000167826,센텔리안24 마데카 더마 쉴드 쿨링 선스틱 22g,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016782601ko.jpg?l=ko,센텔리안24,"25,000",4.6,더모 코스메틱,선케어,선크림/선로션,피부타입,발림성,자극도,건성에 좋아요,11%,복합성에 좋아요,78%,지성에 좋아요,11%,아주 만족해요,89%,보통이에요,11%,다소 아쉬워요,0%,자극없이 순해요,78%,보통이에요,22%,자극이 느껴져요,0%
A000000009148,아벤느 선 레 앙팡 100ml SPF 50+ PA +++,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0000/A00000000914809ko.jpg?l=ko,아벤느,"33,000",4.6,더모 코스메틱,선케어,선크림/선로션,피부타입,발림성,자극도,건성에 좋아요,43%,복합성에 좋아요,54%,지성에 좋아요,3%,아주 만족해요,57%,보통이에요,40%,다소 아쉬워요,3%,자극없이 순해요,75%,보통이에요,23%,자극이 느껴져요,3%
A000000175419,[피부 진정 솔루션 PDRx] 리쥬란 더마 힐러 모이스처 트리트먼트 마스크 5매,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017541905ko.jpg?l=ko,리쥬란,"28,000",5,더모 코스메틱,마스크팩,마스크/패드,피부타입,피부고민,자극도,건성에 좋아요,0%,복합성에 좋아요,100%,지성에 좋아요,0%,보습에 좋아요,100%,진정에 좋아요,0%,주름/미백에 좋아요,0%,자극없이 순해요,100%,보통이에요,0%,자극이 느껴져요,0%
A000000175090,셀퓨전씨 트리악 모공 톡스 패드 기획세트(+10매 추가증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017509005ko.jpg?l=ko,셀퓨전씨,"16,500",4.6,더모 코스메틱,마스크팩,마스크/패드,None,None,None,None,none,none,none,none,none,None,none,none,none,none,none,None,none,none,none,none,none
A000000173298,에스테덤 젠틀 딥 포어 클렌저 75ml 기획(+셀룰러 워터 미스트 30ml 증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017329819ko.jpg?l=ko,에스테덤,"46,000",4.7,더모 코스메틱,마스크팩,마스크/패드,피부타입,피부고민,자극도,건성에 좋아요,50%,복합성에 좋아요,25%,지성에 좋아요,25%,보습에 좋아요,50%,진정에 좋아요,25%,주름/미백에 좋아요,25%,자극없이 순해요,75%,보통이에요,25%,자극이 느껴져요,0%
A000000171718,[피부특화 DNA성분] 리쥬란힐러 스킨 프로텍션 마스크 1매,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017171802ko.jpg?l=ko,리쥬란,"5,600",4.7,더모 코스메틱,마스크팩,마스크/패드,피부타입,피부고민,자극도,건성에 좋아요,52%,복합성에 좋아요,45%,지성에 좋아요,3%,보습에 좋아요,70%,진정에 좋아요,18%,주름/미백에 좋아요,12%,자극없이 순해요,69%,보통이에요,31%,자극이 느껴져요,1%
A000000169512,[피부특화 DNA성분] 리쥬란힐러 스킨 프로텍션 마스크 27ml * 5입,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016951202ko.jpg?l=ko,리쥬란,"28,000",4.7,더모 코스메틱,마스크팩,마스크/패드,피부타입,피부고민,자극도,건성에 좋아요,55%,복합성에 좋아요,42%,지성에 좋아요,3%,보습에 좋아요,76%,진정에 좋아요,15%,주름/미백에 좋아요,9%,자극없이 순해요,79%,보통이에요,21%,자극이 느껴져요,0%
A000000169067,[단독기획]에스트라 에이시카365 소프트 진정 팩 패드 60매 기획(+10매 추가증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016906701ko.jpg?l=ko,에스트라,"28,000",4.7,더모 코스메틱,마스크팩,마스크/패드,None,None,None,None,none,none,none,none,none,None,none,none,none,none,none,None,none,none,none,none,none
A000000168721,도미나스 아웃도어 톤업패치(4회분),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016872101ko.jpg?l=ko,도미나스,"20,000",3,더모 코스메틱,마스크팩,마스크/패드,피부타입,피부고민,자극도,건성에 좋아요,0%,복합성에 좋아요,100%,지성에 좋아요,0%,보습에 좋아요,0%,진정에 좋아요,0%,주름/미백에 좋아요,100%,자극없이 순해요,0%,보통이에요,100%,자극이 느껴져요,0%
A000000167203,셀퓨전씨 포스트 알파 쿨링 패드 70매,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016720303ko.jpg?l=ko,셀퓨전씨,"23,000",4.8,더모 코스메틱,마스크팩,마스크/패드,None,None,None,None,none,none,none,none,none,None,none,none,none,none,none,None,none,none,none,none,none
A000000165564,셀퓨전씨 포스트 알파 시카 쿨링 마스크 1P,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016556401ko.jpg?l=ko,셀퓨전씨,"3,000",4.8,더모 코스메틱,마스크팩,마스크/패드,피부타입,피부고민,자극도,건성에 좋아요,21%,복합성에 좋아요,59%,지성에 좋아요,20%,보습에 좋아요,14%,진정에 좋아요,86%,주름/미백에 좋아요,1%,자극없이 순해요,48%,보통이에요,45%,자극이 느껴져요,7%
A000000164236,[피부특화 DNA성분]리쥬란힐러 힐링 마스크 5매,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016423603ko.jpg?l=ko,리쥬란,"33,000",4.8,더모 코스메틱,마스크팩,마스크/패드,피부타입,피부고민,자극도,건성에 좋아요,74%,복합성에 좋아요,26%,지성에 좋아요,0%,보습에 좋아요,82%,진정에 좋아요,8%,주름/미백에 좋아요,10%,자극없이 순해요,74%,보통이에요,26%,자극이 느껴져요,0%
A000000164216,[피부특화 DNA성분] 리쥬란힐러 퍼펙트 힐링 V 타이터 4매,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016421602ko.jpg?l=ko,리쥬란,"43,000",4.8,더모 코스메틱,마스크팩,마스크/패드,피부타입,피부고민,자극도,건성에 좋아요,42%,복합성에 좋아요,56%,지성에 좋아요,3%,보습에 좋아요,40%,진정에 좋아요,24%,주름/미백에 좋아요,36%,자극없이 순해요,73%,보통이에요,27%,자극이 느껴져요,0%
A000000162948,에스트라 에이시카365 소프트 진정 팩 패드 60매,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016294809ko.jpg?l=ko,에스트라,"28,000",4.7,더모 코스메틱,마스크팩,마스크/패드,None,None,None,None,none,none,none,none,none,None,none,none,none,none,none,None,none,none,none,none,none
A000000154753,닥터디퍼런트 더마 릴렉싱 마스크 5매,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015475303ko.jpg?l=ko,닥터디퍼런트,"20,000",4.8,더모 코스메틱,마스크팩,마스크/패드,피부타입,피부고민,자극도,건성에 좋아요,38%,복합성에 좋아요,63%,지성에 좋아요,0%,보습에 좋아요,33%,진정에 좋아요,63%,주름/미백에 좋아요,4%,자극없이 순해요,79%,보통이에요,21%,자극이 느껴져요,0%
A000000154339,닥터디퍼런트 더마 릴렉싱 마스크,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015433902ko.jpg?l=ko,닥터디퍼런트,"4,000",4.8,더모 코스메틱,마스크팩,마스크/패드,피부타입,피부고민,자극도,건성에 좋아요,35%,복합성에 좋아요,56%,지성에 좋아요,10%,보습에 좋아요,30%,진정에 좋아요,68%,주름/미백에 좋아요,2%,자극없이 순해요,75%,보통이에요,25%,자극이 느껴져요,2%
A000000150937,센텔리안24 마데카 멜라 캡처 앰플 마스크 1매,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015093701ko.jpg?l=ko,센텔리안24,"5,000",4.8,더모 코스메틱,마스크팩,마스크/패드,피부타입,피부고민,자극도,건성에 좋아요,56%,복합성에 좋아요,41%,지성에 좋아요,3%,보습에 좋아요,41%,진정에 좋아요,15%,주름/미백에 좋아요,45%,자극없이 순해요,57%,보통이에요,43%,자극이 느껴져요,1%
A000000149903,피지오겔 레드수딩 AI 릴리프 마스크,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014990301ko.jpg?l=ko,피지오겔,"5,000",4.8,더모 코스메틱,마스크팩,마스크/패드,피부타입,피부고민,자극도,건성에 좋아요,39%,복합성에 좋아요,53%,지성에 좋아요,8%,보습에 좋아요,38%,진정에 좋아요,62%,주름/미백에 좋아요,1%,자극없이 순해요,70%,보통이에요,30%,자극이 느껴져요,1%
A000000149902,피지오겔 DMT 크림 마스크,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014990201ko.jpg?l=ko,피지오겔,"5,000",4.7,더모 코스메틱,마스크팩,마스크/패드,피부타입,피부고민,자극도,건성에 좋아요,63%,복합성에 좋아요,32%,지성에 좋아요,5%,보습에 좋아요,76%,진정에 좋아요,24%,주름/미백에 좋아요,1%,자극없이 순해요,72%,보통이에요,28%,자극이 느껴져요,2%
A000000149877,[1분각질팩] 에스테덤 라이트닝 버핑 마스크 75ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014987720ko.jpg?l=ko,에스테덤,"52,000",4.8,더모 코스메틱,마스크팩,마스크/패드,피부타입,피부고민,자극도,건성에 좋아요,30%,복합성에 좋아요,53%,지성에 좋아요,18%,보습에 좋아요,38%,진정에 좋아요,31%,주름/미백에 좋아요,31%,자극없이 순해요,74%,보통이에요,20%,자극이 느껴져요,6%
A000000149874,[1분모공팩] 에스테덤 젠틀 딥 포어 클렌저 75ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014987426ko.jpg?l=ko,에스테덤,"46,000",4.7,더모 코스메틱,마스크팩,마스크/패드,피부타입,피부고민,자극도,건성에 좋아요,20%,복합성에 좋아요,58%,지성에 좋아요,22%,보습에 좋아요,39%,진정에 좋아요,47%,주름/미백에 좋아요,14%,자극없이 순해요,71%,보통이에요,27%,자극이 느껴져요,2%
A000000147872,센텔리안24 화이트셀 토닝 패드 70매,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014787201ko.jpg?l=ko,센텔리안24,"27,000",4.7,더모 코스메틱,마스크팩,마스크/패드,None,None,None,None,none,none,none,none,none,None,none,none,none,none,none,None,none,none,none,none,none
A000000146230,셀퓨전씨 트리악 모공톡스 패드 (60매),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014623026ko.jpg?l=ko,셀퓨전씨,"16,500",4.6,더모 코스메틱,마스크팩,마스크/패드,None,None,None,None,none,none,none,none,none,None,none,none,none,none,none,None,none,none,none,none,none
A000000145283,닥터디퍼런트 카밍 앤 모이스처 마스크 5매,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014528302ko.jpg?l=ko,닥터디퍼런트,"20,000",4.7,더모 코스메틱,마스크팩,마스크/패드,피부타입,피부고민,자극도,건성에 좋아요,26%,복합성에 좋아요,65%,지성에 좋아요,10%,보습에 좋아요,52%,진정에 좋아요,48%,주름/미백에 좋아요,0%,자극없이 순해요,90%,보통이에요,10%,자극이 느껴져요,0%
A000000145282,닥터디퍼런트 카밍 앤 모이스처 마스크,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014528202ko.jpg?l=ko,닥터디퍼런트,"4,000",4.7,더모 코스메틱,마스크팩,마스크/패드,피부타입,피부고민,자극도,건성에 좋아요,49%,복합성에 좋아요,42%,지성에 좋아요,9%,보습에 좋아요,51%,진정에 좋아요,44%,주름/미백에 좋아요,5%,자극없이 순해요,77%,보통이에요,21%,자극이 느껴져요,2%
A000000145226,센텔리안24 링클셀 코어 리프팅 마스크,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014522601ko.jpg?l=ko,센텔리안24,"5,000",4.6,더모 코스메틱,마스크팩,마스크/패드,피부타입,피부고민,자극도,건성에 좋아요,44%,복합성에 좋아요,54%,지성에 좋아요,2%,보습에 좋아요,40%,진정에 좋아요,17%,주름/미백에 좋아요,44%,자극없이 순해요,60%,보통이에요,40%,자극이 느껴져요,1%
A000000131022,라로슈포제 시카플라스트 마스크 B5,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0013/A00000013102202ko.jpg?l=ko,라로슈포제,"5,000",4.6,더모 코스메틱,마스크팩,마스크/패드,피부타입,피부고민,자극도,건성에 좋아요,43%,복합성에 좋아요,50%,지성에 좋아요,8%,보습에 좋아요,41%,진정에 좋아요,59%,주름/미백에 좋아요,1%,자극없이 순해요,74%,보통이에요,26%,자극이 느껴져요,1%
A000000115199,셀퓨전씨 포스트 알파 퍼스트 쿨링 마스크 5P,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0011/A00000011519905ko.jpg?l=ko,셀퓨전씨,"15,000",4.8,더모 코스메틱,마스크팩,마스크/패드,피부타입,피부고민,자극도,건성에 좋아요,23%,복합성에 좋아요,59%,지성에 좋아요,18%,보습에 좋아요,17%,진정에 좋아요,83%,주름/미백에 좋아요,1%,자극없이 순해요,46%,보통이에요,44%,자극이 느껴져요,10%
A000000114176,셀퓨전씨 포스트 알파 퍼스트 쿨링 마스크 1P,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0011/A00000011417603ko.jpg?l=ko,셀퓨전씨,"3,000",4.7,더모 코스메틱,마스크팩,마스크/패드,피부타입,피부고민,자극도,건성에 좋아요,24%,복합성에 좋아요,57%,지성에 좋아요,20%,보습에 좋아요,17%,진정에 좋아요,83%,주름/미백에 좋아요,1%,자극없이 순해요,48%,보통이에요,44%,자극이 느껴져요,8%
A000000112410,눅스 크렘프레쉬 수분 마스크 50ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0011/A00000011241005ko.jpg?l=ko,눅스,"30,000",4.4,더모 코스메틱,마스크팩,마스크/패드,피부타입,피부고민,자극도,건성에 좋아요,38%,복합성에 좋아요,54%,지성에 좋아요,8%,보습에 좋아요,60%,진정에 좋아요,36%,주름/미백에 좋아요,4%,자극없이 순해요,64%,보통이에요,20%,자극이 느껴져요,16%
A000000177840,[한정기획]아벤느 콜드크림 컨센트레이트 핸드크림 50ml 2입 기획,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017784005ko.jpg?l=ko,아벤느,"19,800",4.6,더모 코스메틱,바디케어,핸드크림,보습력,끈적임,향,보습이 뛰어나요,100%,보통이에요,0%,보습이 약해요,0%,끈적임이 없어요,75%,보통이에요,25%,끈적임이 있어요,0%,아주 만족해요,100%,보통이에요,0%,다소 아쉬워요,0%
A000000176342,눅스 레브드미엘 바디스크럽 기획(+드라이오일 10ml+우드스쿱 증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017634202ko.jpg?l=ko,눅스,"39,000",0,더모 코스메틱,바디케어,워시,None,None,None,None,none,none,none,none,none,None,none,none,none,none,none,None,none,none,none,none,none
A000000176341,눅스 쁘띠 홀리데이 기프트 세트 (베리로즈립밤15g+플로럴 샤워젤 30ml+플로럴 오일 10ml),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017634102ko.jpg?l=ko,눅스,"29,000",5,더모 코스메틱,바디케어,로션/크림/오일(밤),None,None,None,None,none,none,none,none,none,None,none,none,none,none,none,None,none,none,none,none,none
A000000175267,[2022어워즈 한정기획]바이오더마 아토덤 립스틱 1+1 기획,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017526705ko.jpg?l=ko,바이오더마,"15,000",4.8,더모 코스메틱,바디케어,립케어,보습력,발림성,지속력,보습이 뛰어나요,74%,보통이에요,26%,보습이 약해요,1%,아주 만족해요,78%,보통이에요,22%,다소 아쉬워요,0%,지속이 오래돼요,58%,보통이에요,40%,예상보다 짧아요,2%
A000000175260,[2022어워즈 한정기획]바이오더마 아토덤 울트라 크림 500ml 기획,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017526047ko.jpg?l=ko,바이오더마,"38,000",4.8,더모 코스메틱,바디케어,로션/크림/오일(밤),보습력,끈적임,향,보습이 뛰어나요,75%,보통이에요,25%,보습이 약해요,0%,끈적임이 없어요,58%,보통이에요,39%,끈적임이 있어요,3%,아주 만족해요,60%,보통이에요,38%,다소 아쉬워요,2%
A000000175063,[2022어워즈]유리아쥬 진피마일드젤 500ml+진피 미스트 50ml 기획,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017506307ko.jpg?l=ko,유리아쥬,"42,000",4.8,더모 코스메틱,바디케어,청결제,자극도,향,세정력,자극없이 순해요,78%,보통이에요,22%,자극이 느껴져요,1%,아주 만족해요,67%,보통이에요,33%,다소 아쉬워요,0%,아주 만족해요,67%,보통이에요,33%,다소 아쉬워요,1%
A000000174306,에스트라 아토베리어3?65 립밤 1+1 기획,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017430602ko.jpg?l=ko,에스트라,"15,000",4.7,더모 코스메틱,바디케어,립케어,보습력,발림성,지속력,보습이 뛰어나요,76%,보통이에요,20%,보습이 약해요,4%,아주 만족해요,82%,보통이에요,18%,다소 아쉬워요,0%,지속이 오래돼요,51%,보통이에요,45%,예상보다 짧아요,4%
A000000173728,에스트라 아토베리어365 핸드&립 듀오 세트,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017372803ko.jpg?l=ko,에스트라,"30,000",5,더모 코스메틱,바디케어,립케어,None,None,None,None,none,none,none,none,none,None,none,none,none,none,none,None,none,none,none,none,none
A000000173703,[한정기획] 피지오겔 DMT 핸드크림 30ml 더블 기획,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017370302ko.jpg?l=ko,피지오겔,"15,900",4.8,더모 코스메틱,바디케어,핸드크림,보습력,끈적임,향,보습이 뛰어나요,78%,보통이에요,20%,보습이 약해요,2%,끈적임이 없어요,70%,보통이에요,25%,끈적임이 있어요,5%,아주 만족해요,65%,보통이에요,25%,다소 아쉬워요,10%
A000000173702,[한정기획] 피지오겔 DMT 립밤 더블 기획,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017370202ko.jpg?l=ko,피지오겔,"19,800",4.8,더모 코스메틱,바디케어,립케어,보습력,발림성,지속력,보습이 뛰어나요,75%,보통이에요,25%,보습이 약해요,2%,아주 만족해요,79%,보통이에요,21%,다소 아쉬워요,1%,지속이 오래돼요,58%,보통이에요,37%,예상보다 짧아요,5%
